iata_code,airport_name,city,hotel_name,price_per_night,rating,reviews,hotel_class,amenities,image_url
ADD,Bole Airport,Addis Ababa,"Bole Ambassador Hotel, Addis Ababa",,3.6,706.0,4-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Air conditioning | Restaurant | Room service | Kitchen in some rooms | Airport shuttle | Full‑service laundry | Accessible | Kid-friendly | Smoke-free property,https://lh5.googleusercontent.com/proxy/jyQkNseqSKRz-lS5rKe9STNPTLb7dkJ3FPHEeZZSAqEQ-kEdVFYgbu4h2nIb9FQnUmkiIYSBLhzs3APUOymN9lsNfZJaNIElzs9nKWWrGUgI0DWcGc0-b1Qc1ART3urgFH9E4k6dWhVIJ02HG4tvxQe6lC99_g=s287-w287-h192-n-k-no-v1
ADD,Bole Airport,Addis Ababa,Ethiopian Skylight In-Terminal Hotel,,4.2,471.0,,Free breakfast | Free Wi‑Fi | Free parking | Pool | Restaurant | Full‑service laundry,https://lh3.googleusercontent.com/proxy/tPbjM7YSMZDg08oDXIrqUkhA1GyXnGqzEqH72euLsjdjUOvZb9woUZ1KTXVuVnDn9k5nCUuvbFwM1do3_4k5cWV77IhZrLomOgG-tyc7O-9qSvJANYioQeNhM9NL0vr3uVmAyazh2kcdf_78t5yTCYYzRDYjdA=s287-w287-h192-n-k-no-v1
ADD,Bole Airport,Addis Ababa,DoubleTree by Hilton Addis Ababa Airport,,4.9,286.0,4-star hotel,Free Wi‑Fi | Free parking | Air conditioning | Fitness center | Spa | Bar | Restaurant | Room service | Airport shuttle | Full‑service laundry | Accessible | Kid-friendly | Smoke-free property,https://via.placeholder.com/400x300?text=No+Image+Found
ADD,Bole Airport,Addis Ababa,Bonanza Addis Hotel,,4.0,149.0,4-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Outdoor pool | Hot tub | Air conditioning | Fitness center | Spa | Bar | Restaurant | Room service | Kitchen in some rooms | Airport shuttle | Full‑service laundry | Accessible | Business center,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-826j1bbf9XDGYEO3poAEWQlm5twoOhrCLLG6443_1SaMOcapk4O2NT0pB9gYFYZ_bW3-kuHGCv6Sl_PhJwWGtEi3vU2fbUcGfGSGYw2UyXLlHxzAyV7CoUGnflyVbZbjdTKCPHGmxqVR=s287-w287-h192-n-k-no-v1
ADD,Bole Airport,Addis Ababa,Cassiopeia Hotel | Bole | ሆቴል ካሲዮፒያ | ቦሌ,,4.5,262.0,4-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Air conditioning | Fitness center | Restaurant | Airport shuttle | Full‑service laundry | Accessible,https://lh5.googleusercontent.com/proxy/3bfUS1J6LF22fqaqVL8Fm840Tbm5yJg_HB2vONz7bkoOboKJYFceE85RAVzgYnaEo80Kdpniz5RrppmNkq8imPFWn1RUxVa0iZr6AjA3sRrhIkgWu_2nsVmsyMogG0LvBUp4bCDoApNC8AOfOq7kY7BFQR5aZg=s287-w287-h192-n-k-no-v1
ADD,Bole Airport,Addis Ababa,Vamos Addis Hotel ቫሞስ አዲስ ሆቴል,,4.6,189.0,4-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Fitness center | Spa | Bar | Restaurant | Room service | Kitchen in some rooms | Airport shuttle | Full‑service laundry | Accessible | Business center | Kid-friendly | Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFs5Y9gxTE4xLAiv3LoCimtd-R84yOUCUkwz_PmqK72aVTnTSU4eRyT38V88BUDgFG9tvacuGd6zS8gQrSAnhZBxHnKLMWUtHNr6vmJzSfBAw41oeKSISzsQcjJ9DjKM6Fw6tI7gTgVAiI=s287-w287-h192-n-k-no-v1
ADD,Bole Airport,Addis Ababa,The Hub Hotel,,4.3,400.0,4-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Air conditioning | Bar | Restaurant | Room service | Airport shuttle | Full‑service laundry | Accessible | Business center | Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEXC6rApfYVage_ATOPklaSIfSXHlbObJfGxikjSHrtn8xZwrqvZNYltXjCgtWSQMVwgoYbQsZ7yImp5uwgWGp-6_1CkcaIqiVMBJFugh_fNh3xYltg4ViMlZLUlFwvY07V2P6Qw=s287-w287-h192-n-k-no-v1
ADD,Bole Airport,Addis Ababa,Friendship International Hotel,,3.8,484.0,4-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Hot tub | Air conditioning | Bar | Restaurant | Room service | Airport shuttle | Full‑service laundry | Accessible | Kid-friendly,https://lh3.googleusercontent.com/proxy/U29XvNPrBzYfth0R-2_dtYiQJekrqnVG_A_vqLPoclKBDroCspkFrNaCEnU4ZCEIkpATRx2_ywvs_PAIz4G92uWvJi-Vo1XR-niY5eCtyGcAwnKEMrNbMr_aJR1lIjz2EG-qSLu1BCEuuF6wrdqpqC-r88XTTA=s287-w287-h192-n-k-no-v1
ADD,Bole Airport,Addis Ababa,Kaleb Hotel | Bole Medhanialem | ካሌብ ሆቴል | ቦሌ መድሃኒአለም,,3.8,198.0,4-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Pet-friendly | Fitness center | Spa | Bar | Restaurant | Room service | Airport shuttle | Full‑service laundry,https://lh6.googleusercontent.com/proxy/Xv7uWCjnncrkswOcRHKGl8JBxnUmGe-yCVvrCZ8iXd8zaWIskd6A7h7csleBcoPsxhmQzLRKfB5iWYgIEnot5FZr-4r53nYbcBJlvlBJfWy4rsSNG1G1xQnBAM0oSuz_vRbNDR1PVZmyC4zSBOuGu2MTgl0rLYA=s287-w287-h192-n-k-no-v1
ADD,Bole Airport,Addis Ababa,Sherar Addis Hotel,,3.8,76.0,5-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Restaurant | Airport shuttle | Full‑service laundry,https://lh5.googleusercontent.com/proxy/vZbsDnq6-KD57EqIhT3r4EugxBnuI_XSbKtPRM0eXRkUcWE781GLuwHMZkKsQJRvgYHVak89HlD1wB4IelEiqSbQ6VT82NeXnOG2SF4-znbyr5ycWXOaZDTgABb9ZLS5uOpmbzjsK4XsyzeRoZc52JcUWwsZRSY=s287-w287-h192-n-k-no-v1
AER,Sochi Airport,Sochi,ML Hotel,,4.5,124.0,3-star hotel,Free Wi‑Fi | Parking | Air conditioning | Full‑service laundry | Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNzs_brcSpiiyNZpOvAWkma-wfDDnCaLwnjQHtzo2veD4jrLuWJKrjthWZ8qMUa5NoO6aZi1TBJgA9Nd0L_-wGW3-9azMN3BTCIa1MJyT_QTu93L46sEv9TFBEe7zMEm-df66R=s287-w287-h192-n-k-no-v1
AER,Sochi Airport,Sochi,Апарт-Отель Center Plaza,,4.0,95.0,3-star hotel,Free Wi‑Fi | Air conditioning | Kitchen in some rooms | Airport shuttle | Full‑service laundry | Kid-friendly,https://via.placeholder.com/400x300?text=No+Image+Found
AER,Sochi Airport,Sochi,"Khostel ""Aeroport""",,4.2,200.0,,Free Wi‑Fi | Parking ($) | Air conditioning | Kitchen in some rooms | Full‑service laundry | Smoke-free property,https://lh4.googleusercontent.com/proxy/zX8B5aoInXnEvUwgdl-l4LrAg1T-MTNd05fZq8kc4_ALNDeOhUaqJfYX4c1bjsnI_4VjFJEJkG04qH5HnwjdT1LDVqjpmMiypykqMh78YvU8neQ7lus1nxphXRa12gIq3WroWJ370ubppVI_5mhbZzkVTgtzc4o=s287-w287-h192-n-k-no-v1
AER,Sochi Airport,Sochi,"""Five-story"" с бассейном",,4.8,17.0,,Free Wi‑Fi | Free parking | Outdoor pool | Air conditioning | Pet-friendly | Room service | Kitchen in some rooms | Airport shuttle | Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVicrwLoRDtvi6MzmAmm1qttQwhW6cCu6KzlZAf_VrlEC7rpnHDz__eEL0_iiyS2XzjMA2iu4NlpIGeWj4-gZg7wsEaGcYr6UNVrTrK8cANg3_LfVgeg4B-uqGrIEA8iGoeaJt=s287-w287-h192-n-k-no-v1
AER,Sochi Airport,Sochi,Otel' Ofeliya,,4.9,230.0,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCaFwQ3Xunl-bVXexSGE3wArxeFrGBqOX53bP2F3o0YSsS_w-NyN1glpXiRisxmrPKHzbqw4Tqc1PWmbaJLeRS61RSh12yfG5g0YYDQ17I3drp4RhaMVdPT7b_hENYRJlFNhVw1AbvaO5p=s287-w287-h192-n-k-no-v1
AER,Sochi Airport,Sochi,Apartments Near The Airport,,5.0,14.0,,,https://lh6.googleusercontent.com/proxy/G00pBsBCRz413GKJiM4K2rZwpkJuFKYLe-kzi_VH2DrrVbrJ-lMXCmydaKALHuJSDq_VnDPEy0NskSgN6zAr4oJo73ix4QZwDwAs9ub7WwH1fqNOOEE2g2CF2sgYSQi0mS9at5Y9wDPhAF7FpRHQjHBEXgVnBRA=s287-w287-h192-n-k-no-v1
AER,Sochi Airport,Sochi,Azaliya-Mimoza,,4.3,158.0,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQG3zVpspPKJ6vZ5KO3LcCE2UvRI_l6YklXMXy0HhGTnnZnBrmnWl2LqDOBH7FsN-B6aNJ0NEWnzZnAGjBt7ylXVHDpugtWtuE9BdcxU7-qWuESDlfHJaCnNBH1fonjs3yWii8=s287-w287-h192-n-k-no-v1
AER,Sochi Airport,Sochi,Shanti Palace Hotel,,4.7,42.0,4-star hotel,Air conditioning | Airport shuttle,https://lh4.googleusercontent.com/proxy/5aILMs0uH3mIq7ehERBhvOAKfV9LASlRvTv3W9TzakZodBPC84wTQ4vlECdbAo3HRwYckxqWB8MqrqA_d2CJltUi_itYp9lMcpRTFsOdC23WaB2nlSGnluvVil6UgdI3E-YhNiccsBKn81zQlWkfSzLG3ptOz5Y=s287-w287-h192-n-k-no-v1
AER,Sochi Airport,Sochi,Tropicana Resort Hotel Sochi,,4.0,60.0,3-star hotel,Free Wi‑Fi | Air conditioning | Pet-friendly | Beach access | Restaurant | Airport shuttle | Full‑service laundry | Kid-friendly,https://lh3.googleusercontent.com/proxy/2gyjD7P8N6ctZMgERKds5qR71ZzvVDQLgSAalgdib9sDr1bOhSF5wF09IFT1BOR-ajG7OKs4U_p9w2Q-t6zqGF2qabTyMbPwlzD5vF-XTMLJ-_0VVfUtBouVRsqy2dWtEDeUPFztrcEWHsyJTQ407LUeDmO-JGc=s287-w287-h192-n-k-no-v1
AER,Sochi Airport,Sochi,GrantHotel,,4.4,71.0,3-star hotel,Free Wi‑Fi | Air conditioning | Pet-friendly | Beach access | Restaurant | Kitchen in some rooms | Full‑service laundry | Kid-friendly | Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQG3zVpspPKJ6vZ5KO3LcCE2UvRI_l6YklXMXy0HhGTnnZnBrmnWl2LqDOBH7FsN-B6aNJ0NEWnzZnAGjBt7ylXVHDpugtWtuE9BdcxU7-qWuESDlfHJaCnNBH1fonjs3yWii8=s287-w287-h192-n-k-no-v1
AGP,Malaga Airport,Malaga,Parador de Málaga Golf Club,,4.3,3431.0,4-star hotel,Free Wi‑Fi | Free parking | Outdoor pool | Air conditioning | Beach access | Bar | Restaurant | Room service | Full‑service laundry | Accessible | Kid-friendly | Smoke-free property,https://via.placeholder.com/400x300?text=No+Image+Found
AGP,Malaga Airport,Malaga,Hotel Plaza del Castillo,,4.3,2237.0,4-star hotel,Free Wi‑Fi | Parking ($) | Outdoor pool | Air conditioning | Fitness center | Bar | Restaurant | Room service | Full‑service laundry | Accessible | Business center | Kid-friendly | Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKsUJiB3Lg5whWcGccmKPN4f3MWMYgl4k_3B6m_JnckUERbsL0OTwj0unSdrA2uVwbFO2gYrYq6qrhv6SeMnz2-4Erpou06sL2vviljhSaZ93oQp41IERJ_GodiZLVMtlM-vffrg=s287-w287-h192-n-k-no-v1
AGP,Malaga Airport,Malaga,Holiday Inn Express Malaga Airport,,3.9,3811.0,3-star hotel,Breakfast | Free Wi‑Fi | Parking | Air conditioning | Bar | Restaurant | Airport shuttle | Full‑service laundry | Accessible | Business center | Kid-friendly | Smoke-free property,https://lh4.googleusercontent.com/proxy/havgkPPBrwDanAkyVXMP0XT7sdvhw6mZ1sMzt-H98CLtLEJwmLxoH2K-9mjfPm3Gsr3K08I0MwNShXUHp8j_8n_Cejy_UR9VgUJmJy9R7RiDBan3HFEhVcNH9zHFY91FG8lOqyUsPFFsyX-dpouF7c_v1cEcDQ=s287-w287-h192-n-k-no-v1
AGP,Malaga Airport,Malaga,Hotel Málaga Vibes,,4.7,821.0,3-star hotel,Free Wi‑Fi | Parking ($) | Outdoor pool | Air conditioning | Pet-friendly | Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKP3lsqNMqZcJIT5jSoCba65ruK03aVhRN5fHl7ajugoyI1c9SU6Ma2N7jkSTVHR9GSwlKO_LdvwZxVng9F2pSNWKpat3trKCMAd-Ew3OgmMPzeisFNyFg6OTl1idl9IQYW90iVzRJ8EU=s287-w287-h192-n-k-no-v1
AGP,Malaga Airport,Malaga,A&S APARTAMENTOS MALAGA I,,4.6720347,226.0,,Air conditioning | Crib | Heating | Ironing board | Kitchen | Microwave | Oven stove | Smoke-free | Cable TV | Free parking | Free Wi-Fi,https://lh6.googleusercontent.com/proxy/XPm9mZXhS5h7BAf0dvGyrDpy_TI4FQN8OAFEJtPXwblPg4VkWZRXw6e0Eu7oWI9mCsfhUdhS79vXgQWAua3gfftB8qu_xUojVHZDjx0ysBqrHdlQeuTket7qTt2JwX4FKMx4hikmnbT3IwcV6n45xD_OVxIIaUM=s287-w287-h192-n-k-no-v1
AGP,Malaga Airport,Malaga,Hotel Riu Costa del Sol,,4.4,7648.0,4-star hotel,Free breakfast | Free Wi‑Fi | Parking ($) | Pools | Air conditioning | Fitness center | All inclusive available | Spa | Beach access | Bar | Restaurant | Full‑service laundry | Accessible | Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqEnUtv3qB6JU6o7gRmB_8QjrKxH8sAf2ncvqsMuTrAX-fIPM9KwrAORpuUb3sMoDRxkoy1yDTS-BE3dr-1RZQnp6fVOtyOeGV01Jb0SdctqbfJlsQNqpqMZPSXBWBnSPanHA=s287-w287-h192-n-k-no-v1
AGP,Malaga Airport,Malaga,ibis budget Malaga Aeropuerto Avenida Velazquez,,4.0,3851.0,2-star hotel,Free Wi‑Fi | Parking ($) | Air conditioning | Pet-friendly | Bar | Restaurant | Full‑service laundry | Accessible | Kid-friendly | Smoke-free property,https://lh3.googleusercontent.com/proxy/nDueOuWAtbo54sekU3ssGJzpyhsp10_q1D8Gd3OrRZXLfOKFMHOwNHzYSpJUHOBdSCV4CejuQ2VIUrdw-amFYAgdlbWuJ9uJA5K-m_WVtZsQK9jTBayt1w6Pm_OlYYwNloYVwiHwp124oFNaH5ZeeW_JCTMpdA=s287-w287-h192-n-k-no-v1
AGP,Malaga Airport,Malaga,A&S Apartamentos Malaga I,,5.0,8.0,,Air conditioning | Kid-friendly | Ironing board | Kitchen | Smoke-free | Cable TV | Wheelchair accessible | Free parking | Free Wi-Fi,https://lh6.googleusercontent.com/proxy/XPm9mZXhS5h7BAf0dvGyrDpy_TI4FQN8OAFEJtPXwblPg4VkWZRXw6e0Eu7oWI9mCsfhUdhS79vXgQWAua3gfftB8qu_xUojVHZDjx0ysBqrHdlQeuTket7qTt2JwX4FKMx4hikmnbT3IwcV6n45xD_OVxIIaUM=s287-w287-h192-n-k-no-v1
AGP,Malaga Airport,Malaga,Hilton Garden Inn Malaga,,4.1,2274.0,4-star hotel,Free Wi‑Fi | Parking ($) | Outdoor pool | Air conditioning | Fitness center | Bar | Restaurant | Room service | Accessible | Business center | Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAETif-EecFY2hEBgiHIoUFBkqmGEnBBjc5NZWR-p0LxzrEjwcbnMPWWBMtB4RcPVxZ92guGzwM33NH9JlfJD_YRTCbSxaArKbGq_cyQ7WGeT6k0ITCGtugkERZYkqSs-TRXT2SyHfNBoASQ=s287-w287-h192-n-k-no-v1
AGP,Malaga Airport,Malaga,Hotel Romerito,,4.2,2187.0,2-star hotel,Free Wi‑Fi | Parking ($) | Air conditioning | Fitness center | Bar | Restaurant | Full‑service laundry | Accessible | Business center | Kid-friendly | Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVCOtwei_eBIZlywd6N0yLR1olwSnWToBxE4rt1BJZRMld41okhzC6fBFSX2TGw-O215qnKE8gspAexCXTMYA75MB6rob0JZRtykBTaa9fjVaIg1B7zpn7gSh3rY15QmP-gCQ=s287-w287-h192-n-k-no-v1
ALA,Almaty Airport,Almaty,Ахметова 4,,4.1,151.0,,Heating | Kitchen | Microwave | Oven stove | Pet-friendly | Smoke-free | Cable TV | Washer | Wheelchair accessible,https://lh5.googleusercontent.com/proxy/MAdnhsyGnK8c6ve3YRx4QyXBFXwR0C62p_wHudtlWD_-LTuIE-ibYSChIjQVmdoUxMn6n0zBIjar2C_dehIORH0MXdLaFzf-LHxZN6XefG7tldWBvAJL-SgkMLEZLUAZoZUIUb554szRfuyC-3U4ZuF90CUavQ=s287-w287-h192-n-k-no-v1
ALA,Almaty Airport,Almaty,Ахметова 4 - Apartment - Ground Floor,,4.7,8.0,,Airport shuttle | Kid-friendly | Crib | Elevator | Fitness center | Heating | Ironing board | Kitchen | Microwave | Oven stove | Pet-friendly | Smoke-free | Cable TV | Washer | Wheelchair accessible | Free parking | Free Wi-Fi,https://lh6.googleusercontent.com/proxy/ElohIOZs6KpxK1ww5pZy_jo7HNGJqzA4WwmAurap2t_x1CX4MRsNhNhR5ftSV5JrHAj7JtNyiTqa5MOHYFeozWQIXed5AltPZ658QRfnZ4v0g7ft7P1VWZnp6F-z0fgl2ifnNmuGXk9mZDVawgmUwPifr0-LEQ=s287-w287-h192-n-k-no-v1
ALA,Almaty Airport,Almaty,One-room apartment opposite Almaty Airport,,4.5,215.0,,Air conditioning | Heating | Kitchen | Microwave | Oven stove | Pet-friendly | Smoke-free | Cable TV | Washer,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLRU3A2ETofkTJfc6IUWzIHwm2g0hqDc8-7Tbgm1fen-rTDjhUzC7pCMmGslui2saTZVPxNx8bMl4oJqn1kQqdWoCWGRUfIeA_aUnoBQ_NRY6dXX7jFqcJxOzCl9T0_cAbYC2A=s287-w287-h192-n-k-no-v1
ALA,Almaty Airport,Almaty,Ахметова 12 - One-Bedroom Apartment,,4.9,8.0,,Air conditioning | Airport shuttle | Kid-friendly | Crib | Elevator | Fitness center | Heating | Ironing board | Kitchen | Microwave | Oven stove | Smoke-free | Cable TV | Washer | Wheelchair accessible | Free parking | Free Wi-Fi,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6feHAD__eJL19yly5IMMZAJRJ4tV4a50u0Y_FXJA-9o3zi8pPqHjPs0EAFeZbfYFgZ6JK9pQtt14toOq4ysN6gYAn5WBROCKDezw6x-8ec8TfMmDUjErzdL9q9Wv5Z84t9QGX=s287-w287-h192-n-k-no-v1
ALA,Almaty Airport,Almaty,Almaty Transit,,3.6,280.0,,Free breakfast | Free Wi‑Fi | Free parking | Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLRU3A2ETofkTJfc6IUWzIHwm2g0hqDc8-7Tbgm1fen-rTDjhUzC7pCMmGslui2saTZVPxNx8bMl4oJqn1kQqdWoCWGRUfIeA_aUnoBQ_NRY6dXX7jFqcJxOzCl9T0_cAbYC2A=s287-w287-h192-n-k-no-v1
ALA,Almaty Airport,Almaty,"4-bedroom villa in charming Almaty with AC, WiFi. Enjoy your stay",,,,,Air conditioning | Heating | Ironing board | Smoke-free | Free Wi-Fi,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEyko0fFtswiKjiRpfDvDiZQ1tQAgdP3R10pK55qyizzDsiAfr7iiurYekuA2QZuEHjAGzvE8_F6ACEaspMCoE133y25jAK9Xx5zGkZ_tFwXmnLJDzUCUd9ei76lAi_iawWnJU=s287-w287-h192-n-k-no-v1
ALA,Almaty Airport,Almaty,Hotel Lion Almaty,,4.3,11.0,,Free Wi‑Fi | Free parking | Air conditioning | Full‑service laundry | Kid-friendly | Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFV-MQ_pYnkElJOdSk2Wl4UUBGKv1wfruxwSpv_vYY8QD9btm5B7_sGQhhzLhYSqcyFoXyViFdlaXqsGuZke6ylfJdCISj711X2X8bzrQyFhpf2eL6woLWK_bP8cj1WhyhbAVt33Xm5D18=s287-w287-h192-n-k-no-v1
ALA,Almaty Airport,Almaty,CAPS LOCK ALMATY,,4.4,191.0,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHugJBFiex5gUMiwXMNtQuRMgvtedbZwvsooGIKGqwHmUXGremh2Pbrmn141kJJQOlA--nnepM054wtQ73hXvNeuNNyafUIF-n758zmJu7XY8S0AePzN7rAjTu7hksKJdHSU7ZNg=s287-w287-h192-n-k-no-v1
ALA,Almaty Airport,Almaty,Royal Park Hotel,,4.4,529.0,3-star hotel,Breakfast | Free Wi‑Fi | Air conditioning | Pet-friendly | Restaurant | Airport shuttle | Full‑service laundry | Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHW3Fm9iDeXF0JRXAUEP-7hRqIAGjSL5ahAM09vnNEqlRm75N-P9pz6OS3jT4o2pExubEihHZZkcbnInN4zQd5Ua0sFmmhRsRAkbZ0I5FtC3yuC7RVjGhk7_mX55Qq0Fd9vIQA=s287-w287-h192-n-k-no-v1
ALA,Almaty Airport,Almaty,GG Group Hotel,,3.6,70.0,,Free Wi‑Fi | Free parking | Air conditioning | Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAbc3kO01Msli-zCyXMMEwiMwJtmYLu84dTEjW9d9DjHpKLOat1DjQ1JyLzsoSsG6e8LEPLghmmyFdTmn2yeMTMVojEz2zU3NqNfciPwkbzSRoxgLqDptzOdkTMzgnwLkk0M51nA=s287-w287-h192-n-k-no-v1
ALG,Houari Boumediene Airport,Algiers,Mercure Alger Aeroport,,4.4,6072.0,4-star hotel,Free Wi‑Fi | Free parking | Outdoor pool | Air conditioning | Pet-friendly | Fitness center | Spa | Bar | Restaurant | Room service | Airport shuttle | Full‑service laundry | Accessible | Business center | Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlDtgl3_c6CKnf_o4ho_dQAPy9qsM7o4siEoXCWTQo5ZtIgYSkWbDczLgMMJMTQGZRBjQZ8I4HT_NTSi4nugmQGa0iikR5Kk-jTj7N-w9hY0ADLq5ctyJV3ZUT0AXBMqqtPG4=s287-w287-h192-n-k-no-v1
ALG,Houari Boumediene Airport,Algiers,Hotel Bay Diab,,4.3,639.0,4-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Hot tub | Air conditioning | Fitness center | Spa | Restaurant | Room service | Full‑service laundry | Accessible,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_C24pGQRCdTeJq8NW7nahMGZlIAaJbyCsaLo3zyFOxJAnnZq6leNVkPLFeLmqv_0EUiTPj9BwaQzfPWsngrnldK_ekWVFSEU4YxFi_OQr26BZdUnF1IDD40vTTGKT2FTwDvw=s287-w287-h192-n-k-no-v1
ALG,Houari Boumediene Airport,Algiers,Hyatt Regency Algiers Airport,,4.5,2354.0,4-star hotel,Free Wi‑Fi | Free parking | Indoor pool | Hot tub | Air conditioning | Fitness center | Bar | Restaurant | Room service | Airport shuttle | Full‑service laundry | Accessible | Business center | Kid-friendly | Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGoOZIufSNddtjdpuEj05y0auwkonOONyS74svADr_fkAJCIJKm9mq_wbOZxFFwFnOlnjV2IMeYmhmUIcA4bDmdkccaBIqeYl91rVCSDC6UUPcee-p8_Hxy7RdyiQAkKSmoWUO6=s287-w287-h192-n-k-no-v1
ALG,Houari Boumediene Airport,Algiers,Hôtel Rosa,,3.5,348.0,3-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Pet-friendly | Restaurant | Kid-friendly,https://lh5.googleusercontent.com/proxy/kIMYg4yB_33pOTNCajjhd2LeoXKEfNIJ23CdtCbeYkkivFCtPTHQiWkfqXDkegVTIQyYBLJ5tAC4d3kqb9NYX8u0nAe9PSKvUz_EjvxwsLA6e44TcYg9TgYANP3RSdmgARW43xV7uOJU9yQO423xtkHg9rHYeZM=s287-w287-h192-n-k-no-v1
ALG,Houari Boumediene Airport,Algiers,Hôtel Best Night 2 - Dar El Bieda Aéroport - Alger,,4.4,817.0,,Breakfast | Free Wi‑Fi | Free parking | Air conditioning | Restaurant | Room service | Airport shuttle | Full‑service laundry | Business center | Kid-friendly | Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZpH6jKV21MvKcYHnLet0WqzshpVblwKMRe47w4Y-fCRT9IvDdcxkyIpzVJBIjtf3M26oJngq1thjq94XE5TzpYLkwmv-O3dLmhBrRgBx-w5tsaX5jW-wRvaIfAq9XQJhypg65CQ=s287-w287-h192-n-k-no-v1
ALG,Houari Boumediene Airport,Algiers,Atlantis Alger Aéroport ex Ibis,,4.6,144.0,3-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Air conditioning | Restaurant | Airport shuttle,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7I8cShvSToERbenpUY7MY26MjwBARLAOFBRkxc2VPqN0SM8zaWVApKmkzMm6Wdr1ZtWz7wLc85ADlLq-H2FCmUSfzr7SY1CIn_Csh-RPIY3HS_YC3AjwJoVNVTfON9el0MZTEjPg1pyo=s287-w287-h192-n-k-no-v1
ALG,Houari Boumediene Airport,Algiers,Casablanca Hotel,,3.6,283.0,3-star hotel,Free Wi‑Fi | Free parking | Restaurant | Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlDtgl3_c6CKnf_o4ho_dQAPy9qsM7o4siEoXCWTQo5ZtIgYSkWbDczLgMMJMTQGZRBjQZ8I4HT_NTSi4nugmQGa0iikR5Kk-jTj7N-w9hY0ADLq5ctyJV3ZUT0AXBMqqtPG4=s287-w287-h192-n-k-no-v1
ALG,Houari Boumediene Airport,Algiers,Hotel Best Night,,4.3,1710.0,3-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Air conditioning | Restaurant | Room service | Airport shuttle | Full‑service laundry | Accessible | Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQZoBJ1Gcdq4-BAtaD4lo0yTr6QPSDW31enhOqA_hEuyt6vf7f9nVhtNr7xP6v0EQAjqWABcrn2Pkckv1Wnzmrr_fXCw0m34WwECDVJ5WhaIaC91MzEsc0tUV6ROnkxTc8POcy=s287-w287-h192-n-k-no-v1
ALG,Houari Boumediene Airport,Algiers,M Suite Hotel,,4.5,763.0,4-star hotel,Free breakfast | Free Wi‑Fi | Free parking | Air conditioning | Restaurant | Kitchen in rooms | Airport shuttle | Full‑service laundry | Accessible | Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcdD9U21xmoQNnhRQmtdTSeySAQmzKBWzdh4tJS7_YSibRK-uA4kXqTLK2Z7iDG7JaBDrKnmy_5Pq8sULfzespWCyLWLB8cvm1nYBVuwZSzXwzNGVapvrS50I88CVi96SjCL-Y-g=s287-w287-h192-n-k-no-v1
